A0A183 GO:0031424,
Q6ZUT9 GO:0032313,GO:0017112,GO:0016021,GO:0016020,
Q6ZV50 GO:0006355,GO:0006351,GO:0003677,GO:0005634,
Q6ZV73 GO:0030036,GO:0007010,GO:0046847,GO:0043088,GO:0008360,GO:0005085,GO:0046872,GO:0005089,GO:0031267,GO:0005737,GO:0005856,GO:0005794,GO:0030027,GO:0001726,
Q6ZVC0 GO:0048812,GO:0014065,
Q6ZVD8 GO:0007173,GO:0038095,GO:0008543,GO:0045087,GO:0048011,GO:0048015,GO:0006470,GO:0046872,GO:0004722,GO:0005737,GO:0005829,GO:0005634,GO:0001917,GO:0042622,
Q6ZVE7 GO:0015031,GO:0016192,GO:0000139,GO:0016021,
Q6ZVK8 GO:0046057,GO:0046067,GO:0046712,GO:0034656,GO:0055086,GO:0044281,GO:0044717,GO:0044715,GO:0044716,GO:0000287,GO:0005829,
Q6ZVK9 GO:0007628,GO:0016998,GO:0071447,GO:0043524,GO:0006979,GO:0016491,GO:0005739,GO:0005730,
Q6ZVM7 GO:0006886,GO:0045839,GO:0007165,GO:0030276,GO:0019901,GO:0070062,GO:0005622,
Q6ZVN8 GO:0007411,GO:0030509,GO:0055072,GO:0045944,GO:0015026,GO:0031225,GO:0009986,GO:0005615,GO:0005886,
Q6ZVT0 GO:0006464,
Q6ZVX7 GO:0008284,GO:0030163,GO:0005737,GO:0070062,
Q6ZVZ8 GO:0035556,GO:0016567,
Q6ZW31 GO:0032862,GO:0051056,GO:0007264,GO:0005100,GO:0005829,
Q6ZW33 GO:0030154,GO:0007275,GO:0007283,GO:0051019,GO:0005737,
Q6ZW49 GO:0060612,GO:0060717,GO:0030330,GO:0006310,GO:0006281,GO:0043542,GO:0051568,GO:0035066,GO:0000416,GO:0051571,GO:0045830,GO:0031398,GO:0060261,GO:0010212,GO:0006351,GO:0001570,GO:0035097,GO:0016363,GO:0005634,
Q6ZW61 GO:0044267,GO:0051131,GO:0045599,GO:0005524,GO:0005929,
Q6ZWB6 GO:0051260,GO:0008277,GO:0030054,GO:0045211,GO:0042734,GO:0043235,
Q6ZWE6 GO:0035556,GO:0046872,
Q6ZWJ1 GO:0015758,GO:0008286,GO:0006605,GO:0005509,GO:0005737,GO:0070062,GO:0045111,GO:0005634,
Q6ZWL3 GO:0010430,GO:0050896,GO:0007601,GO:0020037,GO:0005506,GO:0004497,GO:0016705,GO:0005789,GO:0016021,
Q6ZWT7 GO:0046474,GO:0036151,GO:0036152,GO:0006644,GO:0044281,GO:0003841,GO:0005789,GO:0016021,
Q6ZXV5 GO:0060447,GO:0048286,GO:0048747,GO:0009791,GO:0010468,GO:0016021,
Q6ZYL4 GO:0006289,GO:0006355,GO:0006351,GO:0000439,
Q707N6 GO:0008219,GO:0005543,GO:0016021,
Q709F0 GO:0033539,GO:0050660,GO:0004466,GO:0070991,GO:0016772,GO:0017099,GO:0031966,GO:0005634,GO:0005777,
Q70CQ1 GO:0035616,GO:0000398,GO:0016579,GO:0006511,GO:0004197,GO:0042393,GO:0004221,GO:0004843,GO:0008270,GO:0005634,
Q70CQ3 GO:0016579,GO:0006511,GO:0004843,GO:0016021,GO:0005741,
Q70CQ4 GO:0016579,GO:0006511,GO:0004843,GO:0005634,
Q70E73 GO:0048675,GO:0007160,GO:0007165,GO:0005737,GO:0005856,GO:0030175,GO:0030027,GO:0005886,
Q70EK8 GO:0006511,
Q70EK9 GO:0016579,GO:0006511,GO:0004843,GO:0008270,
Q70EL2 GO:0016579,GO:0006511,GO:0004843,GO:0008270,
Q70EL3 GO:0006511,
Q70EL4 GO:0006511,GO:0008234,
Q70HW3 GO:1901962,GO:0015805,GO:0000095,GO:0016021,GO:0005743,GO:0005739,
Q70IA6 GO:0030036,GO:0010976,GO:0001934,GO:0046872,GO:0005737,GO:0044306,GO:0005730,GO:0005634,GO:0048471,
Q70J99 GO:0051607,GO:0002467,GO:0002432,GO:0043320,GO:0006909,GO:0045921,GO:0043304,GO:0070382,GO:0005770,GO:0005764,GO:0016020,GO:0055037,
Q70JA7 GO:0005975,GO:0030206,GO:0030204,GO:0030203,GO:0044281,GO:0047238,GO:0046872,GO:0050510,GO:0032580,GO:0000139,GO:0016021,
Q70LS5 GO:0007156,GO:0005509,GO:0016021,GO:0005886,
Q70Q86 GO:0006974,GO:0006352,GO:0010467,GO:0016573,GO:0018105,GO:0018107,GO:0032436,GO:0045944,GO:0060261,GO:0046777,GO:0000117,GO:0051123,GO:0006368,GO:0006366,GO:0006367,GO:0016032,GO:0005524,GO:0070577,GO:0004402,GO:0002039,GO:0004674,GO:0043565,GO:0017025,GO:0003713,GO:0008134,GO:0071339,GO:0005654,GO:0005634,GO:0005669,
Q70SY1 GO:0051216,GO:0002062,GO:0006888,GO:0045893,GO:0034976,GO:0006986,GO:0006351,GO:0035497,GO:0043565,GO:0003700,GO:0044212,GO:0005783,GO:0005789,GO:0016021,GO:0005634,
Q70UQ0 GO:0010165,GO:0005783,GO:0005789,GO:0016021,
Q70Z35 GO:0007186,GO:0035556,GO:0032855,GO:0032314,GO:0030675,GO:0030676,
Q70Z44 GO:0034220,GO:0055085,GO:0005230,GO:0016021,GO:0005886,
Q712K3 GO:0070936,GO:0006513,GO:0005524,GO:0004842,
Q717R9 GO:0048839,GO:0001822,GO:0060170,GO:0005737,GO:0005856,GO:0045121,
Q719H9 GO:0045892,GO:0051260,GO:0006351,GO:0003714,GO:0008134,GO:0005634,
Q719I0 GO:0006950,GO:0001671,
Q71DI3 GO:0007596,GO:0006334,GO:0003677,GO:0005576,GO:0070062,GO:0005654,GO:0000786,
Q71F23 GO:0034080,GO:0000278,GO:0006334,GO:0006355,GO:0006351,GO:0016032,GO:0000777,GO:0005829,GO:0005815,GO:0005654,GO:0005634,
Q71H61 GO:0030154,GO:0048873,GO:0030073,GO:0031016,GO:0009749,GO:0005789,GO:0016021,
Q71RB9 GO:0030325,GO:0061143,GO:0048844,GO:0001568,GO:0050890,GO:0048589,GO:0060539,GO:0048546,GO:0097070,GO:0043583,GO:0060900,GO:0048566,GO:0061029,GO:0060325,GO:0007631,GO:0030540,GO:0060322,GO:0060323,GO:0007507,GO:0001822,GO:0007612,GO:0048286,GO:0030324,GO:0060426,GO:0050905,GO:0043585,GO:0061205,GO:0007603,GO:0048520,GO:0061156,GO:0003184,GO:0042573,GO:0001523,GO:0048745,GO:0061038,GO:0003281,GO:0071939,GO:0042297,GO:0004872,GO:0051183,GO:0016021,GO:0005886,GO:0043234,
Q71RC2 GO:0007010,GO:0022604,GO:0044822,
Q71RH2 GO:0006629,GO:0005783,GO:0005789,GO:0000139,GO:0016021,
Q71RS6 GO:0034220,GO:0006811,GO:0050896,GO:0035725,GO:0055085,GO:0008273,GO:0015293,GO:0005794,GO:0016021,GO:0042470,GO:0005886,GO:0005802,
Q71S68 GO:0001525,GO:0060317,GO:0007160,GO:0030574,GO:0022617,GO:0030198,GO:0042246,GO:0004222,GO:0008237,GO:0017124,GO:0008270,GO:0001669,GO:0005912,GO:0042995,GO:0016021,GO:0005886,
Q71U36 GO:0051084,GO:0051301,GO:0044267,GO:0030705,GO:0000086,GO:0007017,GO:0000278,GO:0006457,GO:0051258,GO:0005525,GO:0003924,GO:0005200,GO:0005198,GO:0005881,GO:0005829,GO:0070062,GO:0005874,
Q71UI9 GO:0006334,GO:0003677,GO:0000786,GO:0005634,
Q71UM5 GO:0006919,GO:0006974,GO:0006281,GO:0042771,GO:0031571,GO:0045727,GO:0006412,GO:0008656,GO:0046872,GO:0044822,GO:0003735,GO:0008494,GO:0005634,GO:0005840,
Q75LS8 GO:0006457,GO:0005509,
Q75M87 GO:0009790,GO:0016525,GO:0051481,GO:0007165,GO:0006366,GO:0006367,GO:0003677,GO:0003700,GO:0042995,GO:0005737,GO:0043025,GO:0005634,
Q75N03 GO:0016337,GO:0007162,GO:0030335,GO:0045807,GO:0016567,GO:0004842,GO:0008270,GO:0000151,
Q75QN2 GO:0016180,GO:0032039,
Q75SP2 GO:0006915,GO:0051301,GO:0007059,GO:0000910,GO:0051303,GO:0000086,GO:0007067,GO:0000278,GO:0043066,GO:0043154,GO:0045892,GO:0008284,GO:0031536,GO:0045931,GO:0031503,GO:0006468,GO:0031577,GO:0006351,GO:0051087,GO:0050897,GO:0048037,GO:0004869,GO:0043027,GO:0019899,GO:0042802,GO:0046872,GO:0008017,GO:0046982,GO:0042803,GO:0008536,GO:0015631,GO:0008270,GO:0005814,GO:0032133,GO:0000775,GO:0000777,GO:0005737,GO:0005881,GO:0005829,GO:0031021,GO:0005874,GO:0030496,GO:0000228,GO:0005634,GO:0005819,GO:0005876,
Q75T13 GO:0009948,GO:0016255,GO:0006501,GO:0044267,GO:0009880,GO:0021871,GO:0060322,GO:0006886,GO:0015798,GO:0043687,GO:0007605,GO:0004518,GO:0042578,GO:0005783,GO:0005789,GO:0016021,
Q75V66 GO:0034220,GO:0055085,GO:0005789,GO:0016021,GO:0005622,GO:0005886,
Q75WM6 GO:0030261,GO:0007275,GO:0035092,GO:0007290,GO:0005524,GO:0003677,GO:0000790,
Q765I0 GO:0008217,GO:0042312,GO:0005576,
Q765P7 GO:0046847,GO:0007165,
Q76B58 GO:0007050,GO:0071300,GO:0045930,GO:0045666,GO:0030425,GO:0005783,GO:0005576,GO:0005739,GO:0043025,
Q76EJ3 GO:1901264,GO:0005975,GO:0008643,GO:0006024,GO:0030203,GO:0018146,GO:0042339,GO:1901679,GO:0044281,GO:0055085,GO:0005338,GO:0000139,GO:0016021,
Q76H80 GO:0031508,GO:0046651,GO:0010216,GO:0006346,GO:0007067,GO:0007275,GO:0043066,GO:2001243,GO:0006351,GO:0001655,GO:0005524,GO:0003682,GO:0003677,GO:0004386,GO:0005721,GO:0000775,GO:0005634,
Q76I76 GO:0030036,GO:0006470,GO:0008064,GO:0050770,GO:0010591,GO:0003779,GO:0003677,GO:0004721,GO:0004725,GO:0008138,GO:0005737,GO:0005856,GO:0005615,
Q76KP1 GO:0008152,GO:0008376,GO:0033842,GO:0032580,GO:0016021,
Q76KX8 GO:0006355,GO:0006351,GO:0003677,GO:0046872,GO:0003700,GO:0005634,
Q76L83 GO:0045600,GO:0035360,GO:0045944,GO:0006351,GO:0003677,GO:0046872,GO:0042975,GO:0005634,
Q76LX8 GO:0007160,GO:0009100,GO:0007229,GO:0043171,GO:0030168,GO:0016485,GO:0006508,GO:0034341,GO:0070670,GO:0034612,GO:0005509,GO:0005178,GO:0004222,GO:0008237,GO:0008270,GO:0009986,GO:0005615,GO:0005578,
Q76M96 GO:0030198,GO:0010811,GO:0008201,GO:0005604,GO:0005614,
Q76MJ5 GO:0030263,GO:0007050,GO:0070059,GO:0006397,GO:0045892,GO:0090305,GO:0006468,GO:0016075,GO:0006351,GO:0005524,GO:0004519,GO:0000287,GO:0004674,GO:0004540,GO:0005789,GO:0016021,
Q76N32 GO:0051297,GO:0005813,GO:0005737,
Q76N89 GO:0042787,GO:0004842,GO:0005737,
Q76NI1 GO:0021707,GO:0001934,GO:0048814,GO:0007264,GO:0004674,GO:0005088,GO:0030425,GO:0032045,GO:0043025,
Q76PA0 GO:0072643,GO:0002456,GO:0016021,GO:0005886,
Q7KZF4 GO:0031047,GO:0006355,GO:0006351,GO:0016032,GO:0004518,GO:0044822,GO:0003712,GO:0005737,GO:0070062,GO:0042470,GO:0005739,GO:0005634,GO:0016442,
Q7KZI7 GO:0030010,GO:0045197,GO:0035556,GO:0001764,GO:0010976,GO:0046777,GO:0006468,GO:0050770,GO:0051493,GO:0016055,GO:0005524,GO:0008289,GO:0000287,GO:0044822,GO:0004674,GO:0050321,GO:0005884,GO:0045180,GO:0016328,GO:0016020,GO:0097427,GO:0005634,GO:0005886,
Q7KZN9 GO:0045333,GO:0006784,GO:0006783,GO:1902600,GO:0006123,GO:0055114,GO:0006778,GO:0008535,GO:0007585,GO:0044281,GO:0004129,GO:0016627,GO:0016021,GO:0005743,GO:0005746,GO:0005739,
Q7L014 GO:0006397,GO:0008380,GO:0005524,GO:0008026,GO:0044822,GO:0015030,GO:0016607,GO:0005730,GO:0005634,
Q7L099 GO:0050771,GO:0030175,GO:0030426,
Q7L0J3 GO:0006874,GO:0006836,GO:0004872,GO:0022857,GO:0005911,GO:0005737,GO:0005783,GO:0016021,GO:0031594,GO:0043005,GO:0048786,GO:0030672,
Q7L0Q8 GO:0030036,GO:0007010,GO:0000082,GO:0016601,GO:0008360,GO:0051056,GO:0007264,GO:0005525,GO:0003924,GO:0046872,GO:0042995,GO:0005829,GO:0005925,GO:0000139,GO:0005886,GO:0002102,
Q7L0X0 GO:0006954,GO:0045087,GO:0002718,GO:0034142,GO:0001530,GO:0046696,
Q7L0Y3 GO:0000964,GO:0008033,GO:0008168,GO:0044822,GO:0042645,GO:0005739,GO:0005634,
Q7L190 GO:0007275,GO:0006355,GO:0006351,GO:0005634,
Q7L1I2 GO:0006836,GO:0022857,GO:0001669,GO:0030054,GO:0016021,GO:0030672,
Q7L1Q6 GO:0006355,GO:0006351,GO:0044822,GO:0005737,
Q7L1S5 GO:0016051,GO:0005975,GO:0030206,GO:0030204,GO:0030203,GO:0042446,GO:0030166,GO:0044281,GO:0006790,GO:0001537,GO:0005576,GO:0000139,GO:0016021,
Q7L1T6 GO:0048468,GO:0003032,GO:0006091,GO:0042593,GO:0030073,GO:0006739,GO:0055114,GO:0046677,GO:0006801,GO:0004128,GO:0050660,GO:0020037,GO:0046872,GO:0016174,GO:0003958,GO:0016653,GO:0005783,GO:0048471,
Q7L266 GO:0033345,GO:0004067,GO:0008798,GO:0005737,
Q7L273 GO:0051260,
Q7L2H7 GO:0002183,GO:0001731,GO:0006446,GO:0006413,GO:0003743,GO:0016282,GO:0033290,GO:0005852,
Q7L2J0 GO:0035562,GO:0000122,GO:1900087,GO:0001510,GO:0016073,GO:0040031,GO:0044822,GO:0008173,GO:0008757,
Q7L2R6 GO:0006355,GO:0006351,GO:0003677,GO:0046872,GO:0005634,
Q7L2Z9 GO:0034080,GO:0000278,GO:0006334,GO:0000775,GO:0005737,GO:0005829,GO:0045111,GO:0005730,GO:0005654,GO:0005634,
Q7L3E2 GO:0006260,GO:0030307,GO:0006364,GO:0000166,GO:0044822,GO:0005737,GO:0005730,GO:0005634,
Q7L3S4 GO:0006355,GO:0006351,GO:0003677,GO:0046872,GO:0005634,
Q7L3T8 GO:0010467,GO:0006433,GO:0006418,GO:0005524,GO:0004827,GO:0005759,
Q7L3V2 GO:0097345,GO:0051881,GO:0005739,
Q7L4E1 GO:0060348,GO:0016021,
Q7L523 GO:0006915,GO:0008219,GO:0034613,GO:0071230,GO:0019048,GO:0045919,GO:0032008,GO:0005525,GO:0051219,GO:0046982,GO:0042803,GO:0005737,GO:0005794,GO:0043231,GO:0005765,GO:0005764,GO:0005634,
Q7L576 GO:0048675,GO:0050890,GO:0030032,GO:2000601,GO:0016601,GO:0008360,GO:0031529,GO:0051015,GO:0032403,GO:0048365,GO:0030054,GO:0070062,GO:0030027,GO:0005845,GO:0043005,GO:0048471,GO:0001726,GO:0031209,GO:0045202,
Q7L591 GO:0007265,GO:0005737,GO:0005886,
Q7L592 GO:0032259,GO:0032981,GO:0019899,GO:0008168,GO:0005615,GO:0005739,
Q7L5A8 GO:0008219,GO:0032286,GO:0006633,GO:0030258,GO:0032287,GO:0042127,GO:0042634,GO:0001949,GO:0006665,GO:0080132,GO:0020037,GO:0005506,GO:0005789,GO:0016021,
Q7L5D6 GO:0071816,GO:0006810,GO:0071818,GO:0005829,
Q7L5L3 GO:0006071,GO:0006629,GO:0008889,GO:0046872,GO:0070062,GO:0016021,
Q7L5N1 GO:0010388,GO:0016032,GO:0008180,GO:0005737,GO:0005634,
Q7L5N7 GO:0046474,GO:0061024,GO:0036151,GO:0006644,GO:0006663,GO:0044281,GO:0003841,GO:0047184,GO:0047192,GO:0005509,GO:0005783,GO:0005789,GO:0000139,GO:0005795,GO:0016021,GO:0005811,
Q7L5Y9 GO:0007155,GO:0007049,GO:0051301,GO:0007010,GO:0048822,GO:0043249,GO:0033033,GO:0007346,GO:0003779,GO:0005826,GO:0005856,GO:0005887,GO:0016363,GO:0005634,GO:0005819,
Q7L622 GO:0006915,GO:0001824,GO:2001243,GO:0000209,GO:0004842,GO:0008270,GO:0005737,GO:0005730,
Q7L6B3 GO:0006915,GO:0006921,GO:0003374,GO:0006897,GO:0006184,GO:0090149,GO:0061025,GO:0000266,GO:0043653,GO:0070584,GO:0070266,GO:0016559,GO:0043065,GO:2001244,GO:0090141,GO:0050714,GO:0090200,GO:0051289,GO:0010821,GO:1900063,GO:0032459,GO:0001836,GO:0005525,GO:0003924,GO:0042802,GO:0042803,GO:0031625,GO:0030054,GO:0005905,GO:0005737,GO:0005829,GO:0005794,GO:0043231,GO:0005874,GO:0005741,GO:0005739,GO:0048471,GO:0005777,GO:0043234,GO:0030672,
Q7L7L0 GO:0006334,GO:0003677,GO:0000786,GO:0005634,
Q7L7X3 GO:0000186,GO:0006974,GO:0006281,GO:0097194,GO:0031572,GO:0000165,GO:0000278,GO:0046330,GO:0032874,GO:0006468,GO:0051493,GO:0005524,GO:0016301,GO:0004709,GO:0004672,GO:0004674,GO:0016740,GO:0005737,GO:0005829,GO:0070062,
Q7L804 GO:0030010,GO:0035773,GO:0015031,GO:0045055,GO:0055085,GO:0006833,GO:0042803,GO:0019901,GO:0030659,GO:0005768,GO:0043231,GO:0005634,GO:0005886,GO:0055038,
Q7L8A9 GO:0001525,GO:0007050,GO:0016525,GO:0043537,GO:0010596,GO:0001937,GO:1901491,GO:2000772,GO:0009611,GO:0045177,GO:0005737,GO:0005783,GO:0005615,
Q7L8C5 GO:0016192,GO:0005887,GO:0030133,
Q7L8L6 GO:0045333,GO:0044822,GO:0004672,GO:0005739,
Q7L8S5 GO:0035871,GO:1990167,GO:0035523,GO:1990168,GO:0004843,
Q7L8W6 GO:0017183,GO:0005524,GO:0017178,
Q7L945 GO:0006355,GO:0006351,GO:0003677,GO:0046872,GO:0005634,
Q7L9B9 GO:0006281,GO:0003677,
Q7L9L4 GO:0035329,GO:0042327,GO:0046777,GO:0019209,GO:0019900,GO:0046872,GO:0005737,GO:0005829,GO:0070062,GO:0005634,
Q7LBC6 GO:0016568,GO:0006355,GO:0006351,GO:0051213,GO:0046872,GO:0005634,
Q7LBE3 GO:0006820,GO:0015701,GO:1902476,GO:0006821,GO:0006811,GO:0010628,GO:0006885,GO:0055085,GO:0015301,GO:0051117,GO:0015106,GO:0005254,GO:0008271,GO:0016324,GO:0009986,GO:0070062,GO:0016021,GO:0005886,
Q7LBR1 GO:0000910,GO:0045184,GO:0015031,GO:0019904,GO:0005829,GO:0070062,GO:0031902,
Q7LC44 GO:0009952,GO:0016477,GO:0007010,GO:0006897,GO:0007492,GO:0007612,GO:0022604,GO:0048168,GO:0001669,GO:0015629,GO:0030054,GO:0005737,GO:0043197,GO:0005768,GO:0005886,GO:0014069,GO:0045211,
Q7LDG7 GO:0007596,GO:0030168,GO:0007265,GO:0001558,GO:0043087,GO:0051056,GO:0007165,GO:0007264,GO:0005509,GO:0019992,GO:0005085,GO:0008289,GO:0030054,GO:0005829,GO:0005622,GO:0043005,GO:0005886,GO:0032587,GO:0045202,
Q7LDI9 GO:0016032,GO:0003676,GO:0005198,GO:0008270,GO:0005886,GO:0019028,
Q7LDL9 GO:0008219,GO:0000086,GO:0007030,GO:0090161,GO:0043001,GO:0000278,GO:0000042,GO:0007165,GO:0008022,GO:0005737,GO:0005829,GO:0005794,GO:0000139,GO:0005654,GO:0048471,GO:0005802,
Q7LDM7 GO:0006508,GO:0000003,GO:0004222,GO:0008237,GO:0008270,GO:0005789,GO:0016021,GO:0005622,GO:0005578,
Q7LFL8 GO:0043123,GO:0007165,GO:0003677,GO:0004871,GO:0008270,GO:0005737,GO:0043231,GO:0005730,
Q7LFX5 GO:0005975,GO:0030206,GO:0030204,GO:0030203,GO:0019319,GO:0044281,GO:0050656,GO:0050659,GO:0000139,GO:0016021,
Q7LGA3 GO:0005975,GO:0006024,GO:0030203,GO:0044281,GO:0008146,GO:0000139,GO:0016021,
Q7LGC8 GO:0005975,GO:0030206,GO:0030204,GO:0030203,GO:0044281,GO:0006790,GO:0043029,GO:0008459,GO:0050698,GO:0008146,GO:0000139,GO:0016021,
Q7M4L6 GO:0006915,
Q7M4R4 GO:0006915,GO:0097190,GO:0021987,GO:0000086,GO:0035329,GO:0021766,GO:0035556,GO:0097193,GO:0061024,GO:0086013,GO:0000278,GO:1902309,GO:0001764,GO:0048011,GO:1900740,GO:0006605,GO:0043281,GO:0086091,GO:0003064,GO:0060306,GO:1901016,GO:0021762,GO:0016032,GO:0019899,GO:0042826,GO:0044325,GO:0023026,GO:0051219,GO:0050815,GO:0044822,GO:0015459,GO:0046982,GO:0030659,GO:0005829,GO:0070062,GO:0005871,GO:0042470,GO:0005739,
Q7M4S5 GO:0044267,GO:0016266,GO:0043687,GO:0005576,GO:0005796,
Q7RTM1 GO:0031214,GO:0009590,GO:0042472,GO:0005615,GO:0016021,
Q7RTP0 GO:0008219,GO:0015095,GO:0005769,GO:0016021,GO:0005886,
Q7RTP6 GO:0030042,GO:0006887,GO:0055114,GO:0003779,GO:0071949,GO:0016709,GO:0008270,GO:0005737,GO:0005856,GO:0005634,
Q7RTR2 GO:0007249,GO:0043124,GO:0032088,GO:0042110,GO:0005524,GO:0005737,
Q7RTR8 GO:0050909,GO:0004930,GO:0016021,GO:0005886,
Q7RTS1 GO:0006355,GO:0006351,GO:0003677,GO:0005634,
Q7RTS3 GO:0035881,GO:0021549,GO:0009790,GO:0031018,GO:0031017,GO:0048663,GO:0031016,GO:0061074,GO:0006355,GO:0010842,GO:0048384,GO:0009888,GO:0003677,GO:0001077,GO:0043565,GO:0005737,GO:0005634,GO:0005667,
Q7RTT3 GO:0006355,GO:0006351,GO:0003676,GO:0005634,
Q7RTT4 GO:0006355,GO:0006351,GO:0003676,GO:0005634,
Q7RTT5 GO:0006355,GO:0006351,GO:0003676,GO:0005634,
Q7RTT6 GO:0006355,GO:0006351,GO:0003676,GO:0005634,
Q7RTT9 GO:0055085,GO:0005337,GO:0016324,GO:0016021,GO:0005886,
Q7RTU0 GO:0006355,GO:0006351,GO:0003677,GO:0005634,
Q7RTU1 GO:0030154,GO:0007517,GO:0005634,
Q7RTU3 GO:0021520,GO:0097476,GO:0003677,GO:0001106,GO:0005634,
Q7RTU4 GO:0007275,GO:0006355,GO:0006351,GO:0003677,GO:0005634,
Q7RTU5 GO:0006355,GO:0006351,GO:0003677,GO:0005634,
Q7RTU7 GO:0030509,GO:0030154,GO:0002062,GO:0030199,GO:0035993,GO:0001958,GO:0003188,GO:0003179,GO:0001707,GO:0043066,GO:0061036,GO:0008284,GO:0032967,GO:2000543,GO:0010628,GO:0045944,GO:0045893,GO:0061035,GO:0060008,GO:0035990,GO:0035989,GO:0035992,GO:0001894,GO:0006351,GO:0043425,GO:0003677,GO:0046982,GO:0043565,GO:0005634,GO:0005667,
Q7RTU9 GO:0060088,GO:0050910,GO:0009986,GO:0060091,GO:0032420,GO:0032426,
Q7RTV0 GO:0010467,GO:0000398,GO:0045893,GO:0008380,GO:0006351,GO:0003677,GO:0044822,GO:0003700,GO:0016363,GO:0016607,GO:0005654,GO:0005689,GO:0005686,
Q7RTV2 GO:0006749,GO:0004364,GO:0005737,
Q7RTV3 GO:0006357,GO:0006351,GO:0003677,GO:0046872,GO:0003700,GO:0005634,
Q7RTW8 GO:0007160,GO:0007605,GO:0019226,GO:0031225,GO:0016324,GO:0005578,
Q7RTX0 GO:0001582,GO:0007186,GO:0050916,GO:0050917,GO:0046982,GO:0008527,GO:0016021,GO:0005886,
Q7RTX7 GO:0030154,GO:0001539,GO:0032504,GO:0007275,GO:0007338,GO:0006814,GO:0030317,GO:0035036,GO:0007283,GO:0005227,GO:0005262,GO:0005244,GO:0001669,GO:0036128,GO:0031514,GO:0005886,
Q7RTY1 GO:0046415,GO:0015293,GO:0016021,GO:0005886,
Q7RTY8 GO:0006508,GO:0004252,GO:0008236,GO:0016021,GO:0005886,
Q7RTZ2 GO:0006915,GO:0006511,GO:0008234,GO:0005783,GO:0005634,
Q7Z2D5 GO:0007409,GO:0048839,GO:0046839,GO:0042577,GO:0008195,GO:0005887,
Q7Z2E4 GO:0000187,GO:0007409,GO:0016358,GO:0060997,GO:0000165,GO:0030833,GO:0023014,GO:0050808,GO:0005524,GO:0004708,GO:0046872,GO:0004702,GO:0005737,
Q7Z2F6 GO:0006355,GO:0003676,GO:0005622,
Q7Z2G1 GO:0006334,GO:0003677,GO:0031965,GO:0000786,
Q7Z2H8 GO:0006865,GO:0006811,GO:0055085,GO:0015187,GO:0015078,GO:0015180,GO:0015193,GO:0015293,GO:0005783,GO:0016021,GO:0005765,GO:0005886,
Q7Z2J1 GO:0032508,GO:0006306,GO:0006310,GO:0006281,GO:0030900,GO:0006355,GO:0005524,GO:0003682,GO:0070087,GO:0003677,GO:0003678,GO:0004386,GO:0008270,GO:0005737,GO:0005739,GO:0005720,GO:0005730,GO:0005634,
Q7Z2K8 GO:0031175,GO:0030426,GO:0005886,
Q7Z2T5 GO:0008344,GO:0046872,GO:0044822,GO:0004809,GO:0000049,
Q7Z2W4 GO:0071360,GO:0051607,GO:0045087,GO:0045071,GO:0043123,GO:0032727,GO:0032728,GO:0061014,GO:1900246,GO:0032481,GO:0009615,GO:0046872,GO:0003950,GO:0044822,GO:0005737,GO:0005794,GO:0005634,GO:0005886,
Q7Z2W7 GO:0070588,GO:0006874,GO:0034220,GO:0051289,GO:0070207,GO:0009409,GO:0050955,GO:0055085,GO:0005262,GO:0005789,GO:0009897,GO:0016021,GO:0045121,GO:0005886,
Q7Z2W9 GO:0006412,GO:0044822,GO:0003735,GO:0005739,GO:0005840,
Q7Z2X4 GO:0071345,GO:0071398,GO:0071354,GO:0044320,GO:0071356,GO:0006112,GO:0070584,GO:2001170,GO:0090005,GO:2001274,GO:0046627,GO:0090298,GO:0001933,GO:2001171,GO:0070346,GO:0010628,GO:2000379,GO:0045944,GO:2000045,GO:0010635,GO:0051881,GO:2000377,GO:0005737,GO:0005634,
Q7Z2Y5 GO:0023014,GO:0005524,GO:0004702,GO:0005083,GO:0005737,
Q7Z2Z1 GO:0000075,GO:0006281,GO:0006260,GO:0001731,GO:0033314,GO:0030174,GO:0010212,GO:0003682,GO:0005634,
Q7Z2Z2 GO:0006184,GO:0042256,GO:0005525,GO:0003924,GO:0043022,GO:0003746,
Q7Z304 GO:0019800,GO:0005539,GO:0005783,GO:0005614,GO:0016020,
Q7Z324 GO:0006915,GO:0007411,GO:0007409,GO:0007050,GO:0006974,GO:0006302,GO:0030198,GO:0043967,GO:0030308,GO:0045665,GO:0050760,GO:0001764,GO:0043065,GO:0045739,GO:0045944,GO:0045893,GO:0006355,GO:0007165,GO:0006351,GO:0008542,GO:0001540,GO:0003682,GO:0042393,GO:0070064,GO:0008134,GO:0005737,GO:0030426,GO:0030027,GO:0016607,GO:0005634,GO:0005886,GO:0045202,
Q7Z340 GO:0006355,GO:0006351,GO:0003677,GO:0046872,GO:0005634,
Q7Z398 GO:0006355,GO:0006351,GO:0003677,GO:0046872,GO:0005634,
Q7Z3B1 GO:0016337,GO:0007631,GO:0007626,GO:0010976,GO:0031225,GO:0005886,
Q7Z3B3 GO:0006325,GO:0043984,GO:0043981,GO:0043982,GO:0000123,GO:0071339,GO:0005654,GO:0005634,
Q7Z3B4 GO:0005975,GO:0019221,GO:0015758,GO:0008645,GO:0000278,GO:0007077,GO:0051028,GO:0006605,GO:0010827,GO:0044281,GO:0055085,GO:0016032,GO:0005487,GO:0005737,GO:0005635,GO:0031965,GO:0005643,GO:0005654,
